age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,MOD,monthlyhouseholdincome,target_buy
45,self-employed,married,secondary,no,8098,yes,no,cellphone,159,8193,yes
41,technician,married,Graduate,no,5744,yes,no,unknown,125,6359,yes
39,technician,married,secondary,no,5130,no,no,cellphone,202,5198,yes
44,management,married,secondary,no,5438,yes,no,telephone,37,6259,yes
54,admin.,married,secondary,no,5000,no,no,cellphone,161,5147,no
49,management,married,Graduate,no,5322,no,no,cellphone,72,6305,yes
34,blue-collar,single,secondary,no,5186,no,no,cellphone,342,5750,yes
75,retired,divorced,Graduate,no,8810,yes,no,cellphone,262,9409,no
42,management,married,Graduate,no,5000,no,no,cellphone,325,5034,yes
53,blue-collar,married,secondary,no,9380,no,no,telephone,223,10172,yes
49,management,divorced,Graduate,no,5755,no,no,cellphone,1212,5830,no
31,services,single,secondary,no,7070,no,no,cellphone,319,7101,yes
45,blue-collar,single,primary,no,5999,no,no,cellphone,182,6379,yes
39,self-employed,married,secondary,no,5167,yes,yes,cellphone,330,6026,yes
46,technician,married,secondary,no,6322,yes,yes,cellphone,514,6839,yes
42,admin.,divorced,secondary,no,6076,yes,no,unknown,213,6302,yes
37,management,married,Graduate,no,5502,yes,no,cellphone,551,5707,yes
26,technician,single,Graduate,no,6216,yes,no,cellphone,472,6638,yes
37,management,single,Graduate,no,5876,yes,no,cellphone,140,6420,yes
36,services,single,secondary,no,5342,yes,no,unknown,142,5349,yes
29,blue-collar,single,primary,no,5950,yes,no,unknown,135,6732,yes
36,blue-collar,married,primary,no,5973,yes,yes,unknown,293,6371,yes
26,technician,married,Graduate,no,8825,yes,no,unknown,107,9699,yes
32,blue-collar,married,secondary,no,7366,yes,no,unknown,127,8360,yes
40,management,married,Graduate,no,5542,yes,no,cellphone,1816,6097,yes
53,management,married,primary,no,5995,no,no,cellphone,200,6831,yes
29,management,married,Graduate,no,5020,yes,no,cellphone,418,5957,yes
34,technician,single,Graduate,no,5228,yes,no,cellphone,387,5703,yes
43,blue-collar,married,secondary,no,5130,no,no,cellphone,156,5738,yes
56,management,married,Graduate,no,5217,no,yes,cellphone,121,5351,yes
55,entrepreneur,divorced,Graduate,no,5000,no,no,unknown,108,5448,yes
31,self-employed,married,Graduate,no,5259,yes,no,cellphone,47,5620,yes
27,admin.,single,secondary,no,5619,yes,no,cellphone,16,5765,yes
36,management,married,secondary,no,5644,yes,no,cellphone,54,6603,yes
44,management,married,Graduate,no,5022,yes,no,cellphone,265,5467,yes
37,admin.,divorced,Graduate,no,9303,yes,no,unknown,168,9976,yes
30,admin.,single,secondary,no,5239,yes,no,cellphone,115,5941,yes
42,technician,single,secondary,no,5275,no,no,cellphone,31,5724,yes
30,management,married,Graduate,no,6221,yes,no,telephone,279,7115,no
62,retired,married,secondary,no,5816,no,no,cellphone,28,6580,yes
24,blue-collar,married,secondary,no,6222,yes,no,cellphone,369,6867,yes
31,technician,married,secondary,no,7363,yes,no,unknown,247,7528,yes
66,retired,married,Graduate,no,7262,no,no,cellphone,155,7624,yes
47,admin.,married,secondary,no,5002,no,no,cellphone,89,5103,yes
39,entrepreneur,married,Graduate,no,5002,yes,no,cellphone,180,5561,yes
35,technician,married,secondary,no,9508,yes,no,cellphone,854,10269,no
35,admin.,divorced,secondary,no,4598,yes,no,cellphone,46,4885,yes
27,technician,married,secondary,no,6577,yes,yes,unknown,266,6644,yes
32,blue-collar,married,secondary,no,5034,yes,no,cellphone,321,5315,yes
44,management,married,Graduate,no,5795,no,no,cellphone,99,6529,yes
42,blue-collar,married,secondary,no,5117,yes,no,unknown,147,5806,yes
34,self-employed,single,Graduate,no,10462,no,no,cellphone,430,10761,no
25,services,single,secondary,no,5402,no,yes,cellphone,264,6051,yes
40,technician,single,secondary,no,5641,no,no,cellphone,156,6038,yes
43,management,divorced,Graduate,no,5036,no,no,cellphone,118,5619,yes
55,unemployed,married,Graduate,no,5383,no,no,unknown,343,5716,yes
50,blue-collar,married,secondary,no,5283,yes,no,cellphone,226,5971,yes
45,management,divorced,Graduate,no,5000,no,no,unknown,5,5087,yes
35,blue-collar,divorced,secondary,no,8102,yes,no,cellphone,138,8393,yes
32,blue-collar,married,secondary,no,5889,yes,no,cellphone,185,5894,no
59,housemaid,married,secondary,no,5000,no,no,telephone,722,5530,yes
34,self-employed,married,secondary,no,4630,yes,no,unknown,748,5127,yes
39,management,married,Graduate,no,4394,yes,no,unknown,142,4996,yes
40,management,single,secondary,no,15378,yes,no,cellphone,523,15665,yes
36,blue-collar,single,primary,no,6313,yes,no,unknown,8,6976,yes
40,management,married,Graduate,no,13969,yes,no,cellphone,153,14420,yes
55,self-employed,married,secondary,no,4804,yes,no,unknown,210,5417,yes
38,entrepreneur,married,secondary,yes,5015,yes,no,cellphone,121,5374,yes
61,admin.,married,secondary,no,9608,no,no,cellphone,212,10014,no
41,management,married,Graduate,no,5666,yes,no,unknown,253,6361,yes
57,blue-collar,married,primary,no,5452,yes,no,unknown,139,5894,yes
48,blue-collar,married,secondary,no,5149,yes,no,unknown,71,5767,yes
77,retired,married,Graduate,no,12802,no,no,telephone,421,13031,no
35,services,married,secondary,no,6453,yes,no,unknown,199,6933,yes
54,blue-collar,married,secondary,no,6480,yes,no,unknown,108,7392,yes
37,management,single,unknown,no,5715,yes,no,unknown,247,6645,yes
56,management,single,secondary,no,5237,yes,no,telephone,236,5469,yes
40,technician,married,secondary,no,5694,yes,no,cellphone,97,5707,yes
40,management,married,Graduate,no,5000,no,no,cellphone,109,5227,yes
54,management,married,Graduate,no,5055,yes,no,cellphone,112,5284,yes
55,housemaid,married,primary,no,5136,yes,no,unknown,15,5437,yes
55,services,divorced,secondary,yes,4596,yes,no,cellphone,502,5129,yes
52,blue-collar,married,primary,no,5779,yes,no,unknown,30,6470,yes
55,blue-collar,single,primary,no,6187,yes,no,unknown,193,6257,yes
33,management,married,Graduate,no,5641,yes,no,cellphone,347,5993,yes
52,blue-collar,married,unknown,no,5826,yes,no,unknown,468,5956,yes
33,services,divorced,secondary,no,5991,yes,no,unknown,148,6073,yes
53,admin.,married,secondary,no,6796,no,no,telephone,295,7190,no
46,admin.,married,secondary,no,5022,no,no,cellphone,388,5839,no
44,technician,single,secondary,no,5244,yes,no,cellphone,1735,5818,no
48,management,divorced,Graduate,no,6328,yes,no,unknown,339,6657,yes
50,housemaid,married,secondary,no,12317,yes,no,cellphone,172,13260,yes
34,technician,single,secondary,no,9943,yes,yes,cellphone,117,10533,yes
38,technician,single,secondary,no,5258,no,yes,unknown,587,5756,yes
42,management,single,Graduate,no,5515,yes,no,cellphone,501,5545,yes
32,management,single,Graduate,no,17607,no,no,cellphone,203,17726,yes
58,admin.,married,secondary,no,5002,yes,yes,telephone,282,5031,yes
31,management,married,Graduate,no,5013,no,no,cellphone,110,5564,yes
19,student,single,primary,no,5103,no,no,cellphone,104,5254,no
41,management,married,Graduate,no,8872,no,no,cellphone,231,9331,yes
31,unemployed,married,secondary,no,5296,yes,no,unknown,378,5905,yes
52,self-employed,single,primary,no,5217,no,yes,cellphone,193,5374,yes
42,self-employed,divorced,Graduate,no,5360,yes,no,unknown,110,5622,yes
41,blue-collar,single,secondary,no,5428,yes,no,cellphone,92,6182,yes
30,blue-collar,single,secondary,no,5315,no,no,cellphone,1407,6108,no
38,blue-collar,married,secondary,no,5121,yes,yes,cellphone,168,5804,yes
32,management,married,Graduate,no,5820,yes,no,cellphone,738,6284,yes
52,technician,married,secondary,no,5195,yes,no,cellphone,220,5760,no
48,management,divorced,Graduate,no,5108,yes,no,unknown,89,5891,yes
36,management,married,Graduate,no,4619,yes,no,cellphone,30,5514,yes
45,unemployed,divorced,primary,no,5757,no,no,cellphone,103,6411,yes
34,technician,married,Graduate,no,5691,yes,yes,unknown,70,6564,yes
36,blue-collar,married,primary,no,6925,yes,no,cellphone,904,7038,no
34,management,married,Graduate,no,5902,yes,no,cellphone,159,5938,yes
61,retired,married,secondary,no,10207,no,no,cellphone,336,10796,yes
54,services,married,secondary,no,5000,no,no,unknown,220,5221,yes
50,entrepreneur,married,secondary,no,5665,no,no,telephone,238,6394,yes
43,admin.,divorced,secondary,no,5738,yes,no,cellphone,585,5887,yes
47,blue-collar,married,primary,no,5233,no,no,cellphone,293,5784,yes
45,services,married,secondary,no,4161,yes,no,unknown,68,4552,yes
57,retired,married,primary,no,10799,no,no,unknown,97,11067,yes
27,admin.,married,secondary,no,6033,yes,no,unknown,1713,6487,yes
49,unemployed,divorced,secondary,no,5066,no,no,cellphone,218,5405,yes
43,services,married,primary,no,7567,yes,no,cellphone,109,7680,yes
40,management,married,Graduate,no,6584,yes,no,telephone,661,6625,yes
32,services,single,secondary,no,5182,yes,no,cellphone,145,6047,yes
58,management,married,primary,no,5076,yes,no,telephone,54,5543,yes
34,admin.,single,secondary,no,5663,yes,no,cellphone,111,5880,yes
46,technician,divorced,secondary,no,8455,yes,no,unknown,566,8460,yes
29,blue-collar,married,secondary,no,5015,no,no,cellphone,136,5636,yes
52,blue-collar,married,primary,no,6054,no,no,cellphone,273,6103,yes
45,management,married,Graduate,no,6529,no,no,cellphone,160,6744,yes
26,management,single,secondary,no,5063,no,no,cellphone,76,5160,yes
40,technician,married,Graduate,no,5000,no,no,cellphone,44,5261,yes
41,admin.,married,secondary,no,5920,yes,yes,unknown,239,6475,yes
47,admin.,single,secondary,no,8696,no,no,cellphone,250,9496,no
27,technician,single,unknown,no,5059,no,no,cellphone,792,5114,yes
27,services,married,secondary,no,5000,yes,no,cellphone,198,5314,yes
48,blue-collar,married,secondary,no,5157,yes,no,unknown,73,5386,yes
49,admin.,married,secondary,no,7465,no,no,cellphone,157,8317,yes
35,blue-collar,married,primary,no,5000,yes,no,cellphone,90,5236,yes
47,self-employed,married,secondary,yes,5002,no,no,cellphone,236,5781,yes
54,management,married,Graduate,no,5000,no,no,cellphone,118,5779,yes
39,management,single,Graduate,no,17437,no,no,telephone,40,18103,yes
28,student,single,secondary,no,5378,yes,no,cellphone,346,6044,yes
54,blue-collar,married,primary,no,5211,no,no,unknown,200,5771,yes
34,technician,married,secondary,no,4772,yes,no,cellphone,187,4943,yes
63,retired,married,secondary,no,7747,no,no,cellphone,113,8271,yes
42,self-employed,married,Graduate,no,6932,yes,no,unknown,192,7920,yes
43,technician,single,secondary,no,16269,no,no,unknown,92,16412,yes
37,admin.,married,secondary,no,6314,yes,no,cellphone,682,7129,yes
55,blue-collar,married,primary,no,7275,no,no,cellphone,139,7436,yes
43,management,single,Graduate,no,6304,no,no,cellphone,501,6822,no
41,blue-collar,married,secondary,yes,5720,no,yes,cellphone,651,5787,no
47,technician,divorced,secondary,no,7914,yes,no,cellphone,405,8053,yes
34,technician,married,secondary,no,6464,yes,no,unknown,350,6489,yes
28,student,single,secondary,no,16555,no,no,cellphone,125,16583,yes
36,services,married,secondary,no,4698,yes,no,cellphone,36,5601,yes
50,technician,married,secondary,no,7497,yes,no,cellphone,35,7825,yes
35,blue-collar,married,secondary,no,4661,yes,no,unknown,389,5441,yes
40,technician,married,secondary,no,5056,yes,yes,cellphone,194,5562,yes
26,self-employed,single,Graduate,no,5211,no,no,cellphone,168,5564,yes
36,management,divorced,Graduate,no,8611,yes,no,unknown,347,9437,yes
59,unemployed,married,primary,no,5000,no,no,cellphone,3025,5998,yes
28,student,single,secondary,no,5459,no,no,cellphone,83,5539,yes
46,entrepreneur,married,unknown,no,5242,yes,no,unknown,332,6095,yes
50,self-employed,married,secondary,no,6138,no,no,cellphone,219,6389,yes
53,management,married,Graduate,no,6319,yes,no,cellphone,427,6382,yes
81,retired,married,secondary,no,5001,no,no,cellphone,65,5388,yes
35,services,divorced,secondary,no,5067,yes,no,cellphone,192,5094,yes
58,retired,married,unknown,no,5937,no,no,cellphone,155,6832,yes
44,services,married,secondary,no,5000,yes,yes,cellphone,161,5701,yes
38,management,married,Graduate,no,4442,yes,no,cellphone,533,4599,yes
49,blue-collar,married,secondary,no,5171,no,no,cellphone,19,5430,yes
33,technician,single,Graduate,no,5696,no,yes,cellphone,193,5795,yes
29,management,married,Graduate,no,5361,yes,yes,cellphone,819,6359,yes
28,technician,single,secondary,no,5227,no,no,cellphone,278,5998,no
31,admin.,married,secondary,no,5236,yes,yes,telephone,211,5593,yes
33,management,single,Graduate,no,4947,no,no,cellphone,617,5349,yes
52,technician,married,secondary,no,5192,yes,no,cellphone,61,5240,yes
43,management,divorced,Graduate,no,5038,yes,no,cellphone,197,5107,yes
32,self-employed,single,secondary,no,5518,yes,no,cellphone,34,6489,yes
36,self-employed,married,Graduate,no,5016,yes,yes,cellphone,95,5465,yes
41,blue-collar,married,secondary,no,4744,yes,no,unknown,147,5239,yes
43,blue-collar,married,secondary,no,5105,no,yes,cellphone,668,5366,yes
45,self-employed,married,Graduate,no,5334,no,no,unknown,87,6055,yes
39,technician,married,secondary,no,6048,no,yes,cellphone,405,6438,yes
41,services,married,secondary,no,5108,yes,yes,unknown,83,5856,yes
31,technician,married,secondary,no,5660,no,no,cellphone,115,6243,yes
37,unemployed,single,Graduate,yes,5000,yes,no,cellphone,108,5394,yes
28,entrepreneur,married,unknown,no,6034,no,no,cellphone,113,6670,yes
47,housemaid,married,primary,no,5201,yes,no,cellphone,58,5915,yes
37,housemaid,married,primary,no,5189,no,no,cellphone,148,5522,yes
60,retired,divorced,unknown,no,4951,yes,no,cellphone,188,5715,yes
43,technician,divorced,secondary,no,6413,yes,no,telephone,75,6894,yes
58,retired,divorced,Graduate,no,5264,yes,yes,cellphone,523,5442,yes
52,entrepreneur,married,Graduate,no,5054,yes,yes,telephone,103,5123,yes
50,blue-collar,married,primary,no,17519,yes,no,cellphone,146,18101,yes
32,services,single,secondary,no,7881,no,no,cellphone,356,7949,no
42,blue-collar,married,primary,no,5000,yes,no,cellphone,71,5016,yes
31,admin.,married,secondary,no,5088,yes,yes,cellphone,189,5853,yes
28,blue-collar,married,secondary,no,6020,yes,no,unknown,251,6746,yes
36,technician,divorced,Graduate,no,5119,no,no,cellphone,127,5688,yes
51,unemployed,single,Graduate,no,6594,no,no,telephone,197,7192,yes
46,technician,married,Graduate,no,5342,yes,yes,cellphone,84,6302,yes
50,services,single,secondary,no,5072,no,no,unknown,141,5400,yes
32,blue-collar,married,secondary,no,5014,yes,no,unknown,171,5287,yes
26,entrepreneur,single,Graduate,no,5081,no,no,cellphone,262,5205,yes
41,self-employed,married,Graduate,no,5231,no,no,cellphone,352,5505,no
39,technician,married,Graduate,no,6161,yes,no,cellphone,236,6385,yes
31,blue-collar,married,secondary,no,4955,yes,no,unknown,184,5491,yes
28,management,single,Graduate,no,5231,yes,yes,cellphone,568,5601,yes
31,management,single,secondary,no,5036,no,no,cellphone,105,5530,yes
30,technician,married,Graduate,no,6570,yes,no,cellphone,260,6916,yes
35,technician,married,Graduate,no,12050,no,no,cellphone,222,12063,no
33,blue-collar,married,primary,no,8704,yes,no,unknown,447,9218,yes
30,technician,single,Graduate,no,11619,yes,no,cellphone,239,11657,yes
32,blue-collar,single,secondary,no,4916,yes,no,cellphone,426,4926,yes
40,management,single,Graduate,no,6509,no,no,cellphone,333,6575,yes
31,self-employed,married,Graduate,no,6134,no,no,cellphone,174,6966,yes
36,technician,married,secondary,no,5146,yes,yes,unknown,284,5584,yes
33,management,single,Graduate,no,14449,yes,no,cellphone,428,15219,yes
57,retired,married,secondary,no,5374,yes,yes,cellphone,236,5829,yes
45,technician,married,secondary,no,5088,no,no,cellphone,150,5921,yes
59,management,married,Graduate,no,7764,no,no,cellphone,237,8553,yes
30,management,single,Graduate,no,5002,yes,yes,cellphone,1031,5915,no
33,technician,married,Graduate,no,13023,no,no,cellphone,107,13197,yes
52,blue-collar,married,secondary,no,5289,yes,no,unknown,45,6140,yes
83,retired,married,secondary,no,5000,no,no,cellphone,140,5417,yes
58,self-employed,divorced,Graduate,no,6382,no,no,unknown,700,7232,no
33,management,divorced,Graduate,yes,5280,no,yes,cellphone,155,5953,yes
41,blue-collar,divorced,primary,no,7195,yes,no,unknown,211,8125,yes
31,self-employed,married,secondary,no,5033,no,no,cellphone,165,5919,yes
35,blue-collar,divorced,secondary,no,5275,no,yes,cellphone,144,6258,yes
27,management,single,Graduate,no,5703,yes,no,unknown,590,6497,no
57,admin.,divorced,unknown,no,5887,no,no,unknown,43,6641,yes
56,unknown,married,unknown,no,5000,no,no,unknown,471,5264,yes
53,admin.,single,secondary,no,6178,yes,no,unknown,295,6269,yes
39,management,married,Graduate,no,7763,yes,no,unknown,526,7912,no
32,entrepreneur,single,Graduate,no,5890,yes,yes,cellphone,27,6239,yes
46,self-employed,married,secondary,no,5548,no,no,cellphone,1181,5867,no
56,technician,married,Graduate,no,5272,no,no,cellphone,103,5976,yes
46,management,divorced,Graduate,no,11269,yes,no,telephone,249,11454,yes
29,entrepreneur,married,secondary,no,5178,yes,no,cellphone,231,5646,yes
60,management,married,primary,no,5252,yes,yes,cellphone,123,5850,yes
33,housemaid,single,Graduate,no,28663,yes,no,cellphone,199,28969,yes
27,entrepreneur,single,Graduate,no,5081,no,no,cellphone,197,5520,yes
50,self-employed,divorced,Graduate,no,5059,yes,no,unknown,67,5664,yes
45,services,married,secondary,no,6343,no,yes,cellphone,220,6667,yes
58,retired,married,secondary,no,5225,no,no,cellphone,122,5635,yes
